locus_tag	type	contig	start	end	strand	length	product	score	inference	db_xref	gene	operon	note
BSUB_02204	CDS	NC_000964.3	2244705	2245133	+	428	YomN	120.2	protein motif:Pfam-A	Pfam:PF27376.1		OP_0487:1/2	
BSUB_02205	CDS	NC_000964.3	2245147	2246148	+	1001	hypothetical protein	81.0	ab initio prediction:Prodigal			OP_0487:2/2	
BSUB_02206	CDS	NC_000964.3	2246151	2246480	-	329	hypothetical protein	24.7	ab initio prediction:Prodigal			OP_0488:1/3	
BSUB_02207	CDS	NC_000964.3	2246656	2247342	-	686	hypothetical protein	80.1	ab initio prediction:Prodigal			OP_0488:2/3	signal_peptide:1..26;score=2.56;h_max=2.52
	signal_peptide	NC_000964.3	2247265	2247342	-	77	signal peptide (BSUB_02207)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02207;cleavage_site=26
BSUB_02208	CDS	NC_000964.3	2247367	2247543	-	176	hypothetical protein	18.9	ab initio prediction:Prodigal			OP_0488:3/3	signal_peptide:1..32;score=2.58;h_max=2.59
	signal_peptide	NC_000964.3	2247448	2247543	-	95	signal peptide (BSUB_02208)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02208;cleavage_site=32
BSUB_02209	CDS	NC_000964.3	2247889	2248335	+	446	hypothetical protein	33.9	ab initio prediction:Prodigal			OP_0489:1/8	
BSUB_02210	CDS	NC_000964.3	2248417	2249100	+	683	PH_gly_zipper	92.6	protein motif:Pfam-A	Pfam:PF27000.1		OP_0489:2/8	signal_peptide:1..28;score=2.73;h_max=3.26
	signal_peptide	NC_000964.3	2248417	2248500	+	83	signal peptide (BSUB_02210)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02210;cleavage_site=28
BSUB_02211	CDS	NC_000964.3	2249154	2256011	+	6857	SLT	118.9	protein motif:Pfam-A	Pfam:PF01464.26		OP_0489:3/8	
BSUB_02212	CDS	NC_000964.3	2256062	2256820	+	758	DUF6558	81.6	protein motif:Pfam-A	Pfam:PF20195.6		OP_0489:4/8	
BSUB_02213	CDS	NC_000964.3	2256832	2259459	+	2627	DUF7359	190.5	protein motif:Pfam-A	Pfam:PF24058.2		OP_0489:5/8	signal_peptide:1..15;score=1.86;h_max=1.62
	signal_peptide	NC_000964.3	2256832	2256876	+	44	signal peptide (BSUB_02213)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02213;cleavage_site=15
BSUB_02214	CDS	NC_000964.3	2259568	2260296	+	728	YomF_M	153.8	protein motif:Pfam-A	Pfam:PF27068.1		OP_0489:6/8	
BSUB_02215	CDS	NC_000964.3	2260333	2262267	+	1934	NAGPA	95.5	protein motif:Pfam-A	Pfam:PF09992.15		OP_0489:7/8	
BSUB_02216	CDS	NC_000964.3	2262437	2263261	+	824	hypothetical protein	31.5	ab initio prediction:Prodigal			OP_0489:8/8	
BSUB_02217	CDS	NC_000964.3	2263251	2263469	+	218	hypothetical protein	2.4	ab initio prediction:Prodigal			OP_0490:1/4	
BSUB_02218	CDS	NC_000964.3	2263489	2264592	+	1103	Amidase_2	61.0	protein motif:Pfam-A	Pfam:PF01510.31		OP_0490:2/4	
BSUB_02219	CDS	NC_000964.3	2264680	2264892	+	212	Holin_BhlA	92.1	protein motif:Pfam-A	Pfam:PF10960.14		OP_0490:3/4	
BSUB_02220	CDS	NC_000964.3	2264903	2265169	+	266	Holin_SPP1	104.4	protein motif:Pfam-A	Pfam:PF04688.19		OP_0490:4/4	
BSUB_02221	CDS	NC_000964.3	2265225	2265671	-	446	DsbB	62.6	protein motif:Pfam-A	Pfam:PF02600.22			signal_peptide:1..23;score=2.23;h_max=3.3
	signal_peptide	NC_000964.3	2265603	2265671	-	68	signal peptide (BSUB_02221)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02221;cleavage_site=23
BSUB_02222	CDS	NC_000964.3	2265668	2266936	-	1268	Glycos_transf_2	83.1	protein motif:Pfam-A	Pfam:PF00535.33		OP_0491:1/2	
BSUB_02223	CDS	NC_000964.3	2266936	2267349	-	413	Thioredoxin	52.6	protein motif:Pfam-A	Pfam:PF00085.27		OP_0491:2/2	signal_peptide:1..25;score=2.38;h_max=3.95
	signal_peptide	NC_000964.3	2267275	2267349	-	74	signal peptide (BSUB_02223)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02223;cleavage_site=25
BSUB_02224	CDS	NC_000964.3	2267346	2269463	-	2117	ABC_membrane	122.7	protein motif:Pfam-A	Pfam:PF00664.29		OP_0492:1/4	
BSUB_02225	CDS	NC_000964.3	2269521	2269691	-	170	Sublancin	123.4	protein motif:Pfam-A	Pfam:PF19151.5		OP_0492:2/4	
BSUB_02226	CDS	NC_000964.3	2269988	2270305	-	317	bPH_8	89.6	protein motif:Pfam-A	Pfam:PF23491.2		OP_0492:3/4	
BSUB_02227	CDS	NC_000964.3	2270407	2271657	-	1250	IMS	98.6	protein motif:Pfam-A	Pfam:PF00817.26		OP_0492:4/4	
BSUB_02228	CDS	NC_000964.3	2271650	2271982	-	332	YolD	97.6	protein motif:Pfam-A	Pfam:PF08863.16			
BSUB_02229	CDS	NC_000964.3	2272156	2272491	+	335	YolC_YozM	80.0	protein motif:Pfam-A	Pfam:PF26328.1			signal_peptide:1..21;score=2.24;h_max=3.34
	signal_peptide	NC_000964.3	2272156	2272218	+	62	signal peptide (BSUB_02229)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02229;cleavage_site=21
BSUB_02230	CDS	NC_000964.3	2272534	2272890	-	356	YolB	95.3	protein motif:Pfam-A	Pfam:PF27433.1		OP_0493:1/2	
BSUB_02231	CDS	NC_000964.3	2272896	2273363	-	467	DUF4879	123.1	protein motif:Pfam-A	Pfam:PF16219.12		OP_0493:2/2	signal_peptide:1..19;score=2.76;h_max=3.4
	signal_peptide	NC_000964.3	2273307	2273363	-	56	signal peptide (BSUB_02231)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02231;cleavage_site=19
BSUB_02232	CDS	NC_000964.3	2273513	2273710	+	197	hypothetical protein	0.9	ab initio prediction:Prodigal				
BSUB_02233	CDS	NC_000964.3	2273989	2274522	-	533	Acetyltransf_3	68.1	protein motif:Pfam-A	Pfam:PF13302.14		OP_0494:1/5	
BSUB_02234	CDS	NC_000964.3	2274558	2275136	-	578	SUKH_6	97.0	protein motif:Pfam-A	Pfam:PF14568.12		OP_0494:2/5	
BSUB_02235	CDS	NC_000964.3	2275200	2275697	-	497	SMI1_KNR4	44.1	protein motif:Pfam-A	Pfam:PF09346.16		OP_0494:3/5	
BSUB_02236	CDS	NC_000964.3	2275706	2277421	-	1715	LXG	198.4	protein motif:Pfam-A	Pfam:PF04740.19		OP_0494:4/5	
BSUB_02237	CDS	NC_000964.3	2277521	2278009	-	488	SMI1_KNR4	53.7	protein motif:Pfam-A	Pfam:PF09346.16		OP_0494:5/5	
BSUB_04276	CDS	NC_000964.3	2278350	2278409	+	59	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_02238	CDS	NC_000964.3	2278602	2279675	-	1073	hypothetical protein	101.4	ab initio prediction:Prodigal				
BSUB_02239	CDS	NC_000964.3	2279977	2280867	+	890	SNase	113.3	protein motif:Pfam-A	Pfam:PF00565.24		OP_0495:1/2	signal_peptide:1..18;score=2.07;h_max=2.57
	signal_peptide	NC_000964.3	2279977	2280030	+	53	signal peptide (BSUB_02239)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02239;cleavage_site=18
BSUB_02240	CDS	NC_000964.3	2280881	2281363	+	482	bPH_3	68.4	protein motif:Pfam-A	Pfam:PF14470.13		OP_0495:2/2	
BSUB_02241	CDS	NC_000964.3	2281667	2282485	+	818	Antibiotic_NAT	310.2	protein motif:Pfam-A	Pfam:PF02522.20			
BSUB_02242	CDS	NC_000964.3	2282801	2282956	-	155	hypothetical protein	16.5	ab initio prediction:Prodigal			OP_0496:1/2	
BSUB_02243	CDS	NC_000964.3	2283039	2283188	-	149	hypothetical protein	5.4	ab initio prediction:Prodigal			OP_0496:2/2	
BSUB_02244	CDS	NC_000964.3	2283136	2283651	-	515	hypothetical protein	50.4	ab initio prediction:Prodigal			OP_0497:1/2	
BSUB_02245	CDS	NC_000964.3	2283858	2284568	-	710	hypothetical protein	90.2	ab initio prediction:Prodigal			OP_0497:2/2	signal_peptide:1..21;score=2.67;h_max=3.0
	signal_peptide	NC_000964.3	2284506	2284568	-	62	signal peptide (BSUB_02245)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02245;cleavage_site=21
BSUB_02246	CDS	NC_000964.3	2284771	2286408	+	1637	Recombinase	79.9	protein motif:Pfam-A	Pfam:PF07508.20		OP_0498:1/2	
BSUB_02247	CDS	NC_000964.3	2286463	2287053	+	590	Polysacc_synt_2	158.9	protein motif:Pfam-A	Pfam:PF02719.22		OP_0498:2/2	
BSUB_02248	CDS	NC_000964.3	2287097	2287528	-	431	SelR	170.1	protein motif:Pfam-A	Pfam:PF01641.27		OP_0499:1/2	
BSUB_02249	CDS	NC_000964.3	2287529	2288062	-	533	PMSR	239.3	protein motif:Pfam-A	Pfam:PF01625.29		OP_0499:2/2	
BSUB_02250	CDS	NC_000964.3	2288194	2288619	+	425	MarR	64.9	protein motif:Pfam-A	Pfam:PF01047.29			
BSUB_02251	CDS	NC_000964.3	2288669	2290006	-	1337	MatE	239.3	protein motif:Pfam-A	Pfam:PF01554.24		OP_0500:1/8	signal_peptide:1..27;score=2.42;h_max=1.9
	signal_peptide	NC_000964.3	2289926	2290006	-	80	signal peptide (BSUB_02251)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02251;cleavage_site=27
BSUB_02252	CDS	NC_000964.3	2290078	2290272	-	194	YpmT	110.5	protein motif:Pfam-A	Pfam:PF17431.8		OP_0500:2/8	signal_peptide:1..29;score=1.91;h_max=1.84
	signal_peptide	NC_000964.3	2290186	2290272	-	86	signal peptide (BSUB_02252)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02252;cleavage_site=29
BSUB_02253	CDS	NC_000964.3	2290285	2290848	-	563	DUF2140	207.6	protein motif:Pfam-A	Pfam:PF09911.15		OP_0500:3/8	signal_peptide:1..21;score=2.77;h_max=3.48
	signal_peptide	NC_000964.3	2290786	2290848	-	62	signal peptide (BSUB_02253)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02253;cleavage_site=21
BSUB_02254	CDS	NC_000964.3	2290858	2291625	-	767	Lipase_GDSL	96.0	protein motif:Pfam-A	Pfam:PF00657.29		OP_0500:4/8	signal_peptide:1..18;score=2.15;h_max=2.91
	signal_peptide	NC_000964.3	2291572	2291625	-	53	signal peptide (BSUB_02254)	2.1	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02254;cleavage_site=18
BSUB_02255	CDS	NC_000964.3	2291703	2292284	-	581	SCO1-SenC	112.4	protein motif:Pfam-A	Pfam:PF02630.21		OP_0500:5/8	signal_peptide:1..20;score=2.72;h_max=3.23
	signal_peptide	NC_000964.3	2292225	2292284	-	59	signal peptide (BSUB_02255)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02255;cleavage_site=20
BSUB_04277	CDS	NC_000964.3	2292336	2292380	-	44	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0500:6/8	small_orf;rbs_score=5.0
BSUB_02256	CDS	NC_000964.3	2292432	2292683	-	251	DUF2535	142.5	protein motif:Pfam-A	Pfam:PF10751.15		OP_0500:7/8	
BSUB_02257	CDS	NC_000964.3	2292769	2294037	-	1268	PALP	259.8	protein motif:Pfam-A	Pfam:PF00291.32		OP_0500:8/8	
BSUB_02258	CDS	NC_000964.3	2294286	2295281	+	995	Sigma54_activat	106.1	protein motif:Pfam-A	Pfam:PF00158.33		OP_0501:1/2	
BSUB_02259	CDS	NC_000964.3	2295302	2295943	+	641	HlyIII	142.6	protein motif:Pfam-A	Pfam:PF03006.27		OP_0501:2/2	
BSUB_02260	CDS	NC_000964.3	2295982	2296602	-	620	hypothetical protein	75.5	ab initio prediction:Prodigal			OP_0502:1/2	
BSUB_02261	CDS	NC_000964.3	2296603	2297109	-	506	DHFR_1	226.8	protein motif:Pfam-A	Pfam:PF00186.25		OP_0502:2/2	
BSUB_02262	CDS	NC_000964.3	2297106	2297900	-	794	Thymidylat_synt	434.0	protein motif:Pfam-A	Pfam:PF00303.25		OP_0503:1/3	
BSUB_02263	CDS	NC_000964.3	2297984	2298517	-	533	PgpA	69.6	protein motif:Pfam-A	Pfam:PF04608.19		OP_0503:2/3	
BSUB_02264	CDS	NC_000964.3	2298535	2299146	-	611	YpjP	203.6	protein motif:Pfam-A	Pfam:PF14005.12		OP_0503:3/3	signal_peptide:1..19;score=2.24;h_max=3.35
	signal_peptide	NC_000964.3	2299090	2299146	-	56	signal peptide (BSUB_02264)	2.2	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02264;cleavage_site=19
BSUB_04278	CDS	NC_000964.3	2299311	2299382	+	71	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=6.0
BSUB_02265	CDS	NC_000964.3	2299406	2300179	-	773	SAM_MT	52.5	protein motif:Pfam-A	Pfam:PF04445.20		OP_0504:1/6	
BSUB_02266	CDS	NC_000964.3	2300221	2300655	-	434	Disulph_isomer	215.9	protein motif:Pfam-A	Pfam:PF06491.17		OP_0504:2/6	
BSUB_02267	CDS	NC_000964.3	2300762	2302438	-	1676	ILVD_EDD_N	459.5	protein motif:Pfam-A	Pfam:PF00920.28		OP_0504:3/6	
BSUB_02268	CDS	NC_000964.3	2302727	2303860	-	1133	Virulence_fact	105.8	protein motif:Pfam-A	Pfam:PF13769.12		OP_0504:4/6	
BSUB_02269	CDS	NC_000964.3	2303920	2304537	-	617	HD	49.5	protein motif:Pfam-A	Pfam:PF01966.29		OP_0504:5/6	
BSUB_02270	CDS	NC_000964.3	2304553	2305035	-	482	GSHPx	141.6	protein motif:Pfam-A	Pfam:PF00255.26		OP_0504:6/6	
BSUB_02271	CDS	NC_000964.3	2305378	2306283	+	905	HTS	457.4	protein motif:Pfam-A	Pfam:PF04204.23		OP_0505:1/3	
BSUB_02272	CDS	NC_000964.3	2306514	2307662	+	1148	MGDG_synth	157.9	protein motif:Pfam-A	Pfam:PF06925.18		OP_0505:2/3	
BSUB_02273	CDS	NC_000964.3	2307905	2308105	+	200	CSD	103.6	protein motif:Pfam-A	Pfam:PF00313.29		OP_0505:3/3	
BSUB_02274	CDS	NC_000964.3	2308157	2308339	-	182	hypothetical protein	21.7	ab initio prediction:Prodigal				
BSUB_02275	CDS	NC_000964.3	2308495	2308764	+	269	DUF2564	103.9	protein motif:Pfam-A	Pfam:PF10819.14			
BSUB_02276	CDS	NC_000964.3	2308792	2308962	-	170	zf-C2HCIx2C	102.8	protein motif:Pfam-A	Pfam:PF10782.15		OP_0506:1/2	
BSUB_02277	CDS	NC_000964.3	2308967	2309647	-	680	RVT_3	54.3	protein motif:Pfam-A	Pfam:PF13456.13		OP_0506:2/2	
BSUB_02278	CDS	NC_000964.3	2309811	2310419	+	608	Vut_1	160.5	protein motif:Pfam-A	Pfam:PF02592.21		OP_0507:1/3	
BSUB_02279	CDS	NC_000964.3	2310419	2310817	+	398	RVT_3	57.5	protein motif:Pfam-A	Pfam:PF13456.13		OP_0507:2/3	
BSUB_02280	CDS	NC_000964.3	2310859	2310987	+	128	SASP_SspL	57.4	protein motif:Pfam-A	Pfam:PF27780.1		OP_0507:3/3	
BSUB_02281	CDS	NC_000964.3	2310995	2311885	-	890	5_3_exonuc_N	168.3	protein motif:Pfam-A	Pfam:PF02739.23		OP_0508:1/4	signal_peptide:1..23;score=2.43;h_max=1.93
	signal_peptide	NC_000964.3	2311817	2311885	-	68	signal peptide (BSUB_02281)	2.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02281;cleavage_site=23
BSUB_02282	CDS	NC_000964.3	2311986	2312132	-	146	YpzF	99.8	protein motif:Pfam-A	Pfam:PF27078.1		OP_0508:2/4	
BSUB_02283	CDS	NC_000964.3	2312207	2312464	-	257	DUF2533	139.1	protein motif:Pfam-A	Pfam:PF10752.15		OP_0508:3/4	
BSUB_02284	CDS	NC_000964.3	2312529	2316110	-	3581	Dynamin_N	196.3	protein motif:Pfam-A	Pfam:PF00350.30		OP_0508:4/4	
BSUB_02285	CDS	NC_000964.3	2316446	2316952	-	506	ICMT	97.7	protein motif:Pfam-A	Pfam:PF04140.20		OP_0509:1/3	
BSUB_02286	CDS	NC_000964.3	2316956	2318053	-	1097	Chal_sti_synt_N	73.8	protein motif:Pfam-A	Pfam:PF00195.26		OP_0509:2/3	
BSUB_02287	CDS	NC_000964.3	2318127	2319443	-	1316	Xan_ur_permease	430.7	protein motif:Pfam-A	Pfam:PF00860.27		OP_0509:3/3	
BSUB_02288	CDS	NC_000964.3	2319440	2320024	-	584	hypothetical protein	76.7	ab initio prediction:Prodigal				
BSUB_02289	CDS	NC_000964.3	2320355	2321860	-	1505	Peptidase_M32	623.1	protein motif:Pfam-A	Pfam:PF02074.22		OP_0510:1/5	
BSUB_02290	CDS	NC_000964.3	2321972	2322964	-	992	KdgT	388.9	protein motif:Pfam-A	Pfam:PF03812.19		OP_0510:2/5	signal_peptide:1..24;score=2.48;h_max=2.17
	signal_peptide	NC_000964.3	2322893	2322964	-	71	signal peptide (BSUB_02290)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02290;cleavage_site=24
BSUB_02291	CDS	NC_000964.3	2323009	2323599	-	590	Aldolase	275.6	protein motif:Pfam-A	Pfam:PF01081.26		OP_0510:3/5	signal_peptide:1..21;score=1.37;h_max=1.65
	signal_peptide	NC_000964.3	2323537	2323599	-	62	signal peptide (BSUB_02291)	1.4	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02291;cleavage_site=21
BSUB_02292	CDS	NC_000964.3	2323601	2324575	-	974	PfkB	253.2	protein motif:Pfam-A	Pfam:PF00294.30		OP_0510:4/5	
BSUB_02293	CDS	NC_000964.3	2324613	2325632	-	1019	Peripla_BP_3	87.2	protein motif:Pfam-A	Pfam:PF13377.13		OP_0510:5/5	
BSUB_02294	CDS	NC_000964.3	2325854	2326681	+	827	KduI	129.8	protein motif:Pfam-A	Pfam:PF04962.19		OP_0511:1/2	
BSUB_02295	CDS	NC_000964.3	2326683	2327447	+	764	adh_short_C2	200.3	protein motif:Pfam-A	Pfam:PF13561.13		OP_0511:2/2	
BSUB_02296	CDS	NC_000964.3	2327488	2329413	-	1925	Helicase_C_2	105.3	protein motif:Pfam-A	Pfam:PF13307.13		OP_0512:1/2	
BSUB_02297	CDS	NC_000964.3	2329515	2329706	-	191	hypothetical protein	11.9	ab initio prediction:Prodigal			OP_0512:2/2	
BSUB_02298	CDS	NC_000964.3	2330075	2331232	-	1157	UPF0020	234.5	protein motif:Pfam-A	Pfam:PF01170.25			signal_peptide:1..19;score=1.9;h_max=1.81
	signal_peptide	NC_000964.3	2331176	2331232	-	56	signal peptide (BSUB_02298)	1.9	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02298;cleavage_site=19
BSUB_02299	CDS	NC_000964.3	2331779	2332075	-	296	DivIVA	56.5	protein motif:Pfam-A	Pfam:PF05103.19		OP_0513:1/2	
BSUB_02300	CDS	NC_000964.3	2332153	2332695	-	542	YpsA	243.7	protein motif:Pfam-A	Pfam:PF06908.17		OP_0513:2/2	
BSUB_02301	CDS	NC_000964.3	2333324	2334565	-	1241	RNase_H_2	136.6	protein motif:Pfam-A	Pfam:PF13482.13		OP_0514:1/3	
BSUB_02302	CDS	NC_000964.3	2334581	2336830	-	2249	DEAD	125.7	protein motif:Pfam-A	Pfam:PF00270.36		OP_0514:2/3	
BSUB_02303	CDS	NC_000964.3	2336933	2337439	-	506	PTS_EIIA_1	181.3	protein motif:Pfam-A	Pfam:PF00358.27		OP_0514:3/3	
BSUB_02304	CDS	NC_000964.3	2337577	2337996	+	419	hypothetical protein	35.8	ab initio prediction:Prodigal				
BSUB_02305	CDS	NC_000964.3	2338017	2338394	-	377	YppG	123.9	protein motif:Pfam-A	Pfam:PF14179.12			
BSUB_02306	CDS	NC_000964.3	2338582	2338770	+	188	YppF	103.6	protein motif:Pfam-A	Pfam:PF14178.12			
BSUB_02307	CDS	NC_000964.3	2338809	2339180	-	371	DUF1798	127.4	protein motif:Pfam-A	Pfam:PF08807.16		OP_0515:1/3	
BSUB_02308	CDS	NC_000964.3	2339226	2339471	-	245	DUF5446	129.6	protein motif:Pfam-A	Pfam:PF17522.8		OP_0515:2/3	
BSUB_04279	CDS	NC_000964.3	2339551	2339616	-	65	hypothetical protein	6.0	ab initio prediction:Darwin:MiniGeneHunter			OP_0515:3/3	small_orf;rbs_score=6.0
BSUB_02309	CDS	NC_000964.3	2339670	2339774	+	104	SspM	77.4	protein motif:Pfam-A	Pfam:PF28063.1			
BSUB_02310	CDS	NC_000964.3	2339799	2340761	-	962	DUF2515	333.5	protein motif:Pfam-A	Pfam:PF10720.15			
BSUB_02311	CDS	NC_000964.3	2340802	2341422	+	620	RecU	224.2	protein motif:Pfam-A	Pfam:PF03838.21		OP_0516:1/2	
BSUB_02312	CDS	NC_000964.3	2341444	2344188	+	2744	Transgly	221.6	protein motif:Pfam-A	Pfam:PF00912.29		OP_0516:2/2	
BSUB_02313	CDS	NC_000964.3	2344264	2344758	-	494	YpoC	111.0	protein motif:Pfam-A	Pfam:PF21747.3			
BSUB_02314	CDS	NC_000964.3	2344755	2345414	-	659	HhH-GPD	97.7	protein motif:Pfam-A	Pfam:PF00730.32		OP_0517:1/10	
BSUB_02315	CDS	NC_000964.3	2345433	2346131	-	698	DnaD_N	124.6	protein motif:Pfam-A	Pfam:PF21984.3		OP_0517:2/10	
BSUB_02316	CDS	NC_000964.3	2346224	2347519	-	1295	tRNA-synt_2	256.6	protein motif:Pfam-A	Pfam:PF00152.26		OP_0517:3/10	
BSUB_02317	CDS	NC_000964.3	2347660	2348841	-	1181	Aminotran_1_2	297.0	protein motif:Pfam-A	Pfam:PF00155.28		OP_0517:4/10	
BSUB_02318	CDS	NC_000964.3	2348864	2349349	-	485	TseB	66.2	protein motif:Pfam-A	Pfam:PF17881.9		OP_0517:5/10	signal_peptide:1..32;score=2.74;h_max=3.34
	signal_peptide	NC_000964.3	2349254	2349349	-	95	signal peptide (BSUB_02318)	2.7	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02318;cleavage_site=32
BSUB_02319	CDS	NC_000964.3	2349358	2349528	-	170	DUF4264	83.2	protein motif:Pfam-A	Pfam:PF14084.12		OP_0517:6/10	
BSUB_02320	CDS	NC_000964.3	2349671	2352466	-	2795	Helicase_C_2	162.7	protein motif:Pfam-A	Pfam:PF13307.13		OP_0517:7/10	
BSUB_02321	CDS	NC_000964.3	2352592	2352975	-	383	Asp_decarbox	180.3	protein motif:Pfam-A	Pfam:PF02261.23		OP_0517:8/10	
BSUB_02322	CDS	NC_000964.3	2352977	2353837	-	860	Pantoate_ligase	343.8	protein motif:Pfam-A	Pfam:PF02569.22		OP_0517:9/10	
BSUB_02323	CDS	NC_000964.3	2353839	2354672	-	833	Pantoate_transf	368.8	protein motif:Pfam-A	Pfam:PF02548.22		OP_0517:10/10	
BSUB_04280	CDS	NC_000964.3	2354700	2354843	+	143	hypothetical protein	5.0	ab initio prediction:Darwin:MiniGeneHunter				small_orf;rbs_score=5.0
BSUB_02324	CDS	NC_000964.3	2354918	2355895	-	977	BPL_LplA_LipB	86.6	protein motif:Pfam-A	Pfam:PF03099.25			
BSUB_02325	CDS	NC_000964.3	2355880	2357073	-	1193	PolyA_pol	148.9	protein motif:Pfam-A	Pfam:PF01743.27;Pfam:PF13735.13		OP_0518:1/2	signal_peptide:1..28;score=2.51;h_max=2.31
	signal_peptide	NC_000964.3	2356990	2357073	-	83	signal peptide (BSUB_02325)	2.5	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02325;cleavage_site=28
BSUB_02326	CDS	NC_000964.3	2357078	2358211	-	1133	Glycos_transf_1	157.8	protein motif:Pfam-A	Pfam:PF00534.27		OP_0518:2/2	
BSUB_02327	CDS	NC_000964.3	2358208	2358918	-	710	PIG-L	92.2	protein motif:Pfam-A	Pfam:PF02585.23			
BSUB_02328	CDS	NC_000964.3	2358911	2359324	-	413	MGS	61.0	protein motif:Pfam-A	Pfam:PF02142.28		OP_0519:1/3	
BSUB_02329	CDS	NC_000964.3	2359340	2360143	-	803	DapB_C	120.2	protein motif:Pfam-A	Pfam:PF05173.20		OP_0519:2/3	
BSUB_02330	CDS	NC_000964.3	2360155	2360490	-	335	MazG	72.2	protein motif:Pfam-A	Pfam:PF03819.23		OP_0519:3/3	
BSUB_02331	CDS	NC_000964.3	2360630	2361502	+	872	YitT_membrane	210.6	protein motif:Pfam-A	Pfam:PF02588.22			
BSUB_02332	CDS	NC_000964.3	2361544	2362338	-	794	Spore_YpjB	318.9	protein motif:Pfam-A	Pfam:PF09577.16		OP_0520:1/8	signal_peptide:1..20;score=2.81;h_max=3.65
	signal_peptide	NC_000964.3	2362279	2362338	-	59	signal peptide (BSUB_02332)	2.8	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02332;cleavage_site=20
BSUB_02333	CDS	NC_000964.3	2362407	2363000	-	593	DUF1405	210.3	protein motif:Pfam-A	Pfam:PF07187.17		OP_0520:2/8	signal_peptide:1..19;score=2.29;h_max=3.54
	signal_peptide	NC_000964.3	2362944	2363000	-	56	signal peptide (BSUB_02333)	2.3	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02333;cleavage_site=19
BSUB_02334	CDS	NC_000964.3	2363111	2363878	-	767	Cytochrome_CBB3	51.5	protein motif:Pfam-A	Pfam:PF13442.12		OP_0520:3/8	
BSUB_02335	CDS	NC_000964.3	2363913	2364587	-	674	Cytochrome_B	166.5	protein motif:Pfam-A	Pfam:PF00033.25		OP_0520:4/8	
BSUB_02336	CDS	NC_000964.3	2364589	2365092	-	503	hypothetical protein	55.7	ab initio prediction:Prodigal			OP_0520:5/8	
BSUB_02337	CDS	NC_000964.3	2365235	2365681	-	446	DUF2487	163.0	protein motif:Pfam-A	Pfam:PF10673.15		OP_0520:6/8	
BSUB_02338	CDS	NC_000964.3	2365736	2366275	-	539	UPF0302	156.0	protein motif:Pfam-A	Pfam:PF08864.16		OP_0520:7/8	
BSUB_02339	CDS	NC_000964.3	2366347	2367618	-	1271	TPR_19	100.3	protein motif:Pfam-A	Pfam:PF14559.13		OP_0520:8/8	
BSUB_02340	CDS	NC_000964.3	2367954	2369240	-	1286	EPSP_synthase	412.2	protein motif:Pfam-A	Pfam:PF00275.26		OP_0521:1/4	
BSUB_02341	CDS	NC_000964.3	2369251	2370366	-	1115	PDH_N	190.8	protein motif:Pfam-A	Pfam:PF02153.24		OP_0521:2/4	signal_peptide:1..23;score=2.58;h_max=2.59
	signal_peptide	NC_000964.3	2370298	2370366	-	68	signal peptide (BSUB_02341)	2.6	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02341;cleavage_site=23
BSUB_02342	CDS	NC_000964.3	2370415	2371497	-	1082	Aminotran_1_2	266.7	protein motif:Pfam-A	Pfam:PF00155.28		OP_0521:3/4	
BSUB_02343	CDS	NC_000964.3	2371508	2372311	-	803	Trp_syntA	342.4	protein motif:Pfam-A	Pfam:PF00290.27		OP_0521:4/4	signal_peptide:1..19;score=2.0;h_max=2.24
	signal_peptide	NC_000964.3	2372255	2372311	-	56	signal peptide (BSUB_02343)	2.0	ab initio prediction:Darwin:SignalScanner				parent=BSUB_02343;cleavage_site=19
